"Year","LGA","Offence","Rate","Type"
2020,"HORSHAM","Harassment and private nuisance",9.8,"Non-FV"
2020,"HORSHAM","Threatening behaviour",206,"FV"
2020,"HORSHAM","Threatening behaviour",63.8,"Non-FV"
2020,"WEST WIMMERA","Serious assault",75.1,"FV"
2020,"WEST WIMMERA","Serious assault",25,"Non-FV"
2020,"WEST WIMMERA","Common assault",100.2,"FV"
2020,"WEST WIMMERA","Common assault",125.2,"Non-FV"
2020,"WEST WIMMERA","Stalking",25,"Non-FV"
2020,"WEST WIMMERA","Harassment and private nuisance",25,"FV"
2020,"WEST WIMMERA","Harassment and private nuisance",25,"Non-FV"
2020,"WEST WIMMERA","Threatening behaviour",25,"Non-FV"
2020,"HUME","Serious assault",155.1,"FV"
2020,"HUME","Serious assault",107.5,"Non-FV"
2020,"HUME","Common assault",332.5,"FV"
2020,"HUME","Common assault",147.3,"Non-FV"
2020,"HUME","Stalking",35.3,"FV"
2020,"HUME","Stalking",10.3,"Non-FV"
2020,"HUME","Harassment and private nuisance",50.5,"FV"
2020,"HUME","Harassment and private nuisance",33.2,"Non-FV"
2020,"HUME","Threatening behaviour",126.8,"FV"
2020,"HUME","Threatening behaviour",53.8,"Non-FV"
2020,"KINGSTON","Serious assault",82.7,"FV"
2020,"KINGSTON","Serious assault",61.9,"Non-FV"
2020,"KINGSTON","Common assault",224.3,"FV"
2020,"KINGSTON","Common assault",160.5,"Non-FV"
2020,"KINGSTON","Stalking",18.4,"FV"
2020,"KINGSTON","Stalking",15.3,"Non-FV"
2020,"KINGSTON","Harassment and private nuisance",35.5,"FV"
2020,"KINGSTON","Harassment and private nuisance",17.2,"Non-FV"
2020,"KINGSTON","Threatening behaviour",40.4,"FV"
2020,"KINGSTON","Threatening behaviour",38,"Non-FV"
2020,"KNOX","Serious assault",86.4,"FV"
2020,"KNOX","Serious assault",67.4,"Non-FV"
2020,"KNOX","Common assault",227.3,"FV"
2020,"KNOX","Common assault",117.6,"Non-FV"
2020,"KNOX","Stalking",12.3,"FV"
2020,"KNOX","Stalking",11.6,"Non-FV"
2020,"KNOX","Harassment and private nuisance",14.7,"FV"
2020,"KNOX","Harassment and private nuisance",16.5,"Non-FV"
2020,"KNOX","Threatening behaviour",49.6,"FV"
2020,"KNOX","Threatening behaviour",33.7,"Non-FV"
2020,"LATROBE","Serious assault",388.5,"FV"
2020,"LATROBE","Serious assault",333.7,"Non-FV"
2020,"LATROBE","Common assault",585.3,"FV"
2020,"LATROBE","Common assault",277.7,"Non-FV"
2020,"LATROBE","Stalking",56.1,"FV"
2020,"LATROBE","Stalking",26.1,"Non-FV"
2020,"LATROBE","Harassment and private nuisance",49.5,"FV"
2020,"LATROBE","Harassment and private nuisance",23.5,"Non-FV"
2020,"LATROBE","Threatening behaviour",142.1,"FV"
2020,"LATROBE","Threatening behaviour",138.2,"Non-FV"
2020,"MACEDON RANGES","Serious assault",76.6,"FV"
2020,"MACEDON RANGES","Serious assault",45.2,"Non-FV"
2020,"MACEDON RANGES","Common assault",178.8,"FV"
2020,"MACEDON RANGES","Common assault",98.2,"Non-FV"
2020,"MACEDON RANGES","Stalking",15.7,"FV"
2020,"MACEDON RANGES","Stalking",21.6,"Non-FV"
2020,"MACEDON RANGES","Harassment and private nuisance",29.5,"FV"
2020,"MACEDON RANGES","Harassment and private nuisance",27.5,"Non-FV"
2020,"MACEDON RANGES","Threatening behaviour",37.3,"FV"
2020,"MACEDON RANGES","Threatening behaviour",43.2,"Non-FV"
2020,"MANNINGHAM","Serious assault",42.2,"FV"
2020,"MANNINGHAM","Serious assault",34.4,"Non-FV"
2020,"MANNINGHAM","Common assault",150,"FV"
2020,"MANNINGHAM","Common assault",67.2,"Non-FV"
2020,"MANNINGHAM","Stalking",10.9,"FV"
2020,"MANNINGHAM","Stalking",10.9,"Non-FV"
2020,"MANNINGHAM","Harassment and private nuisance",12.5,"FV"
2020,"MANNINGHAM","Harassment and private nuisance",16.4,"Non-FV"
2020,"MANNINGHAM","Threatening behaviour",25,"FV"
2020,"MANNINGHAM","Threatening behaviour",14.8,"Non-FV"
2020,"MARIBYRNONG","Serious assault",91.7,"FV"
2020,"MARIBYRNONG","Serious assault",158.8,"Non-FV"
2020,"MARIBYRNONG","Common assault",136.4,"FV"
2020,"MARIBYRNONG","Common assault",220.3,"Non-FV"
2020,"MARIBYRNONG","Stalking",10.1,"FV"
2020,"MARIBYRNONG","Stalking",10.1,"Non-FV"
2020,"MARIBYRNONG","Harassment and private nuisance",17.9,"FV"
2020,"MARIBYRNONG","Harassment and private nuisance",13.4,"Non-FV"
2020,"MARIBYRNONG","Threatening behaviour",33.6,"FV"
2020,"MARIBYRNONG","Threatening behaviour",35.8,"Non-FV"
2020,"MAROONDAH","Serious assault",68.5,"FV"
2020,"MAROONDAH","Serious assault",67.6,"Non-FV"
2020,"MAROONDAH","Common assault",238.4,"FV"
2020,"MAROONDAH","Common assault",136.1,"Non-FV"
2020,"MAROONDAH","Stalking",12.7,"FV"
2020,"MAROONDAH","Stalking",16.1,"Non-FV"
2020,"MAROONDAH","Harassment and private nuisance",11.8,"FV"
2020,"MAROONDAH","Harassment and private nuisance",14.4,"Non-FV"
2020,"MAROONDAH","Threatening behaviour",54.9,"FV"
2020,"MAROONDAH","Threatening behaviour",48.2,"Non-FV"
2020,"MELBOURNE","Serious assault",140.7,"FV"
2020,"MELBOURNE","Serious assault",376.9,"Non-FV"
2020,"MELBOURNE","Common assault",229.2,"FV"
2020,"MELBOURNE","Common assault",611.4,"Non-FV"
2020,"MELBOURNE","Stalking",26.4,"FV"
2020,"MELBOURNE","Stalking",38.1,"Non-FV"
2020,"MELBOURNE","Harassment and private nuisance",29.9,"FV"
2020,"MELBOURNE","Harassment and private nuisance",35.2,"Non-FV"
2020,"MELBOURNE","Threatening behaviour",59.2,"FV"
2020,"MELBOURNE","Threatening behaviour",102.6,"Non-FV"
2020,"MELTON","Serious assault",171.7,"FV"
2020,"MELTON","Serious assault",99.1,"Non-FV"
2020,"MELTON","Common assault",292.1,"FV"
2020,"MELTON","Common assault",99.1,"Non-FV"
2020,"MELTON","Stalking",33.4,"FV"
2020,"MELTON","Stalking",13.8,"Non-FV"
2020,"MELTON","Harassment and private nuisance",82.4,"FV"
2020,"MELTON","Harassment and private nuisance",21.3,"Non-FV"
2020,"MELTON","Threatening behaviour",102,"FV"
2020,"MELTON","Threatening behaviour",38.6,"Non-FV"
2020,"MERRI-BEK","Serious assault",90,"FV"
2020,"MERRI-BEK","Serious assault",95,"Non-FV"
2020,"MERRI-BEK","Common assault",197.2,"FV"
2020,"MERRI-BEK","Common assault",150,"Non-FV"
2020,"MERRI-BEK","Stalking",23.9,"FV"
2020,"MERRI-BEK","Stalking",16.7,"Non-FV"
2020,"MERRI-BEK","Harassment and private nuisance",32.2,"FV"
2020,"MERRI-BEK","Harassment and private nuisance",13.9,"Non-FV"
2020,"MERRI-BEK","Threatening behaviour",46.1,"FV"
2020,"MERRI-BEK","Threatening behaviour",37.8,"Non-FV"
2020,"MILDURA","Serious assault",245.9,"FV"
2020,"MILDURA","Serious assault",186.6,"Non-FV"
2020,"MILDURA","Common assault",484.9,"FV"
2020,"MILDURA","Common assault",284.3,"Non-FV"
2020,"MILDURA","Stalking",26.2,"FV"
2020,"MILDURA","Stalking",22.7,"Non-FV"
2020,"MILDURA","Harassment and private nuisance",47.1,"FV"
2020,"MILDURA","Harassment and private nuisance",19.2,"Non-FV"
2020,"MILDURA","Threatening behaviour",115.1,"FV"
2020,"MILDURA","Threatening behaviour",92.4,"Non-FV"
2020,"MITCHELL","Serious assault",170.6,"FV"
2020,"MITCHELL","Serious assault",106.1,"Non-FV"
2020,"MITCHELL","Common assault",438.9,"FV"
2020,"MITCHELL","Common assault",170.6,"Non-FV"
2020,"MITCHELL","Stalking",49.9,"FV"
2020,"MITCHELL","Stalking",77,"Non-FV"
2020,"MITCHELL","Harassment and private nuisance",143.5,"FV"
2020,"MITCHELL","Harassment and private nuisance",72.8,"Non-FV"
2020,"MITCHELL","Threatening behaviour",141.5,"FV"
2020,"MITCHELL","Threatening behaviour",108.2,"Non-FV"
2020,"STRATHBOGIE","Serious assault",80.7,"FV"
2020,"STRATHBOGIE","Serious assault",62.7,"Non-FV"
2020,"STRATHBOGIE","Common assault",215.1,"FV"
2020,"STRATHBOGIE","Common assault",35.8,"Non-FV"
2020,"STRATHBOGIE","Stalking",9,"FV"
2020,"STRATHBOGIE","Stalking",35.8,"Non-FV"
2020,"STRATHBOGIE","Harassment and private nuisance",44.8,"FV"
2020,"STRATHBOGIE","Threatening behaviour",62.7,"FV"
2020,"STRATHBOGIE","Threatening behaviour",62.7,"Non-FV"
2020,"MONASH","Serious assault",56.8,"FV"
2020,"MONASH","Serious assault",68.2,"Non-FV"
2020,"MONASH","Common assault",188.8,"FV"
2020,"MONASH","Common assault",122.5,"Non-FV"
2020,"MONASH","Stalking",8.5,"FV"
2020,"MONASH","Stalking",8.5,"Non-FV"
2020,"MONASH","Harassment and private nuisance",8.5,"FV"
2020,"MONASH","Harassment and private nuisance",6.5,"Non-FV"
2020,"MONASH","Threatening behaviour",31.9,"FV"
2020,"MONASH","Threatening behaviour",21.9,"Non-FV"
2020,"MOONEE VALLEY","Serious assault",58.4,"FV"
2020,"MOONEE VALLEY","Serious assault",71.8,"Non-FV"
2020,"MOONEE VALLEY","Common assault",142.8,"FV"
2020,"MOONEE VALLEY","Common assault",138,"Non-FV"
2020,"MOONEE VALLEY","Stalking",19.7,"FV"
2020,"MOONEE VALLEY","Stalking",15.8,"Non-FV"
2020,"MOONEE VALLEY","Harassment and private nuisance",30,"FV"
2020,"MOONEE VALLEY","Harassment and private nuisance",7.1,"Non-FV"
2020,"MOONEE VALLEY","Threatening behaviour",41,"FV"
2020,"MOONEE VALLEY","Threatening behaviour",29.2,"Non-FV"
2020,"GOLDEN PLAINS","Serious assault",53.4,"FV"
2020,"GOLDEN PLAINS","Serious assault",12.3,"Non-FV"
2020,"GOLDEN PLAINS","Common assault",73.9,"FV"
2020,"GOLDEN PLAINS","Common assault",28.7,"Non-FV"
2020,"GOLDEN PLAINS","Harassment and private nuisance",8.2,"FV"
2020,"GOLDEN PLAINS","Threatening behaviour",45.1,"FV"
2020,"GOLDEN PLAINS","Threatening behaviour",4.1,"Non-FV"
2020,"HEPBURN","Serious assault",91.8,"FV"
2020,"HEPBURN","Serious assault",128.5,"Non-FV"
2020,"HEPBURN","Common assault",165.2,"FV"
2020,"HEPBURN","Common assault",67.3,"Non-FV"
2020,"HEPBURN","Stalking",12.2,"FV"
2020,"HEPBURN","Harassment and private nuisance",12.2,"FV"
2020,"HEPBURN","Harassment and private nuisance",12.2,"Non-FV"
2020,"HEPBURN","Threatening behaviour",42.8,"FV"
2020,"HEPBURN","Threatening behaviour",18.4,"Non-FV"
2020,"MOORABOOL","Serious assault",113.7,"FV"
2020,"MOORABOOL","Serious assault",65,"Non-FV"
2020,"MOORABOOL","Common assault",184.1,"FV"
2020,"MOORABOOL","Common assault",59.5,"Non-FV"
2020,"MOORABOOL","Stalking",24.4,"FV"
2020,"MOORABOOL","Stalking",2.7,"Non-FV"
2020,"MOORABOOL","Harassment and private nuisance",29.8,"FV"
2020,"MOORABOOL","Harassment and private nuisance",5.4,"Non-FV"
2020,"MOORABOOL","Threatening behaviour",65,"FV"
2020,"MOORABOOL","Threatening behaviour",27.1,"Non-FV"
2020,"MORNINGTON PENINSULA","Serious assault",77.6,"FV"
2020,"MORNINGTON PENINSULA","Serious assault",78.7,"Non-FV"
2020,"MORNINGTON PENINSULA","Common assault",176.3,"FV"
2020,"MORNINGTON PENINSULA","Common assault",92.8,"Non-FV"
2020,"MORNINGTON PENINSULA","Stalking",25.9,"FV"
2020,"MORNINGTON PENINSULA","Stalking",21.2,"Non-FV"
2020,"MORNINGTON PENINSULA","Harassment and private nuisance",16.5,"FV"
2020,"MORNINGTON PENINSULA","Harassment and private nuisance",10.6,"Non-FV"
2020,"MORNINGTON PENINSULA","Threatening behaviour",44.1,"FV"
2020,"MORNINGTON PENINSULA","Threatening behaviour",35.3,"Non-FV"
2020,"ARARAT","Serious assault",234.9,"FV"
2020,"ARARAT","Serious assault",243.3,"Non-FV"
2020,"ARARAT","Common assault",377.6,"FV"
2020,"ARARAT","Common assault",142.6,"Non-FV"
2020,"ARARAT","Stalking",33.6,"FV"
2020,"ARARAT","Stalking",33.6,"Non-FV"
2020,"ARARAT","Harassment and private nuisance",50.3,"FV"
2020,"ARARAT","Harassment and private nuisance",33.6,"Non-FV"
2020,"ARARAT","Threatening behaviour",75.5,"FV"
2020,"ARARAT","Threatening behaviour",109.1,"Non-FV"
2020,"NORTHERN GRAMPIANS","Serious assault",152.5,"FV"
2020,"NORTHERN GRAMPIANS","Serious assault",194.8,"Non-FV"
2020,"NORTHERN GRAMPIANS","Common assault",381.2,"FV"
2020,"NORTHERN GRAMPIANS","Common assault",220.2,"Non-FV"
2020,"NORTHERN GRAMPIANS","Stalking",42.4,"FV"
2020,"NORTHERN GRAMPIANS","Stalking",50.8,"Non-FV"
2020,"NORTHERN GRAMPIANS","Harassment and private nuisance",25.4,"FV"
2020,"NORTHERN GRAMPIANS","Harassment and private nuisance",8.5,"Non-FV"
2020,"NORTHERN GRAMPIANS","Threatening behaviour",152.5,"FV"
2020,"NORTHERN GRAMPIANS","Threatening behaviour",127.1,"Non-FV"
2020,"YARRIAMBIACK","Serious assault",451.7,"FV"
2020,"YARRIAMBIACK","Serious assault",45.2,"Non-FV"
2020,"YARRIAMBIACK","Common assault",602.3,"FV"
2020,"YARRIAMBIACK","Common assault",165.6,"Non-FV"
2020,"YARRIAMBIACK","Stalking",60.2,"FV"
2020,"YARRIAMBIACK","Stalking",45.2,"Non-FV"
2020,"YARRIAMBIACK","Harassment and private nuisance",30.1,"FV"
2020,"YARRIAMBIACK","Harassment and private nuisance",45.2,"Non-FV"
2020,"YARRIAMBIACK","Threatening behaviour",30.1,"FV"
2020,"YARRIAMBIACK","Threatening behaviour",135.5,"Non-FV"
2020,"PORT PHILLIP","Serious assault",135.7,"FV"
2020,"PORT PHILLIP","Serious assault",196.2,"Non-FV"
2020,"PORT PHILLIP","Common assault",223.4,"FV"
2020,"PORT PHILLIP","Common assault",291.2,"Non-FV"
2020,"PORT PHILLIP","Stalking",17.2,"FV"
2020,"PORT PHILLIP","Stalking",16.3,"Non-FV"
2020,"PORT PHILLIP","Harassment and private nuisance",21.7,"FV"
2020,"PORT PHILLIP","Harassment and private nuisance",28.9,"Non-FV"
2020,"PORT PHILLIP","Threatening behaviour",47.9,"FV"
2020,"PORT PHILLIP","Threatening behaviour",76.9,"Non-FV"
2020,"GREATER SHEPPARTON","Serious assault",426.4,"FV"
2020,"GREATER SHEPPARTON","Serious assault",181.1,"Non-FV"
2020,"GREATER SHEPPARTON","Common assault",222,"FV"
2020,"GREATER SHEPPARTON","Common assault",163.6,"Non-FV"
2020,"GREATER SHEPPARTON","Stalking",32.1,"FV"
2020,"GREATER SHEPPARTON","Stalking",24.8,"Non-FV"
2020,"GREATER SHEPPARTON","Harassment and private nuisance",36.5,"FV"
2020,"GREATER SHEPPARTON","Harassment and private nuisance",16.1,"Non-FV"
2020,"GREATER SHEPPARTON","Threatening behaviour",105.1,"FV"
2020,"GREATER SHEPPARTON","Threatening behaviour",52.6,"Non-FV"
2020,"GLENELG","Serious assault",194.5,"FV"
2020,"GLENELG","Serious assault",114.7,"Non-FV"
2020,"GLENELG","Common assault",299.2,"FV"
2020,"GLENELG","Common assault",104.7,"Non-FV"
2020,"GLENELG","Stalking",29.9,"FV"
2020,"GLENELG","Stalking",5,"Non-FV"
2020,"GLENELG","Harassment and private nuisance",34.9,"FV"
2020,"GLENELG","Threatening behaviour",99.7,"FV"
2020,"GLENELG","Threatening behaviour",59.8,"Non-FV"
2020,"SOUTHERN GRAMPIANS","Serious assault",121.2,"FV"
2020,"SOUTHERN GRAMPIANS","Serious assault",103,"Non-FV"
2020,"SOUTHERN GRAMPIANS","Common assault",236.3,"FV"
2020,"SOUTHERN GRAMPIANS","Common assault",127.2,"Non-FV"
2020,"SOUTHERN GRAMPIANS","Stalking",12.1,"FV"
2020,"SOUTHERN GRAMPIANS","Harassment and private nuisance",18.2,"FV"
2020,"SOUTHERN GRAMPIANS","Harassment and private nuisance",36.4,"Non-FV"
2020,"SOUTHERN GRAMPIANS","Threatening behaviour",72.7,"FV"
2020,"SOUTHERN GRAMPIANS","Threatening behaviour",72.7,"Non-FV"
2020,"STONNINGTON","Serious assault",74.6,"FV"
2020,"STONNINGTON","Serious assault",133.2,"Non-FV"
2020,"STONNINGTON","Common assault",197.1,"FV"
2020,"STONNINGTON","Common assault",230,"Non-FV"
2020,"STONNINGTON","Stalking",16,"FV"
2020,"STONNINGTON","Stalking",21.3,"Non-FV"
2020,"STONNINGTON","Harassment and private nuisance",21.3,"FV"
2020,"STONNINGTON","Harassment and private nuisance",18.6,"Non-FV"
2020,"STONNINGTON","Threatening behaviour",24,"FV"
2020,"STONNINGTON","Threatening behaviour",43.5,"Non-FV"
2020,"COLAC OTWAY","Serious assault",143.7,"FV"
2020,"COLAC OTWAY","Serious assault",152.6,"Non-FV"
2020,"COLAC OTWAY","Common assault",255.9,"FV"
2020,"COLAC OTWAY","Common assault",85.3,"Non-FV"
2020,"COLAC OTWAY","Stalking",18,"FV"
2020,"COLAC OTWAY","Stalking",4.5,"Non-FV"
2020,"COLAC OTWAY","Harassment and private nuisance",53.9,"FV"
2020,"COLAC OTWAY","Harassment and private nuisance",9,"Non-FV"
2020,"COLAC OTWAY","Threatening behaviour",125.7,"FV"
2020,"COLAC OTWAY","Threatening behaviour",67.3,"Non-FV"
2020,"SURF COAST","Serious assault",61.4,"FV"
2020,"SURF COAST","Serious assault",41.9,"Non-FV"
2020,"SURF COAST","Common assault",156.3,"FV"
2020,"SURF COAST","Common assault",75.4,"Non-FV"
2020,"SURF COAST","Stalking",11.2,"FV"
2020,"SURF COAST","Stalking",8.4,"Non-FV"
2020,"SURF COAST","Harassment and private nuisance",5.6,"FV"
2020,"SURF COAST","Harassment and private nuisance",2.8,"Non-FV"
2020,"SURF COAST","Threatening behaviour",36.3,"FV"
2020,"SURF COAST","Threatening behaviour",30.7,"Non-FV"
2020,"BULOKE","Serious assault",130,"FV"
2020,"BULOKE","Serious assault",97.5,"Non-FV"
2020,"BULOKE","Common assault",178.7,"FV"
2020,"BULOKE","Common assault",48.7,"Non-FV"
2020,"BULOKE","Stalking",48.7,"FV"
2020,"BULOKE","Threatening behaviour",16.2,"FV"
2020,"BULOKE","Threatening behaviour",32.5,"Non-FV"
2020,"GANNAWARRA","Serious assault",245.9,"FV"
2020,"GANNAWARRA","Serious assault",113.5,"Non-FV"
2020,"GANNAWARRA","Common assault",255.3,"FV"
2020,"GANNAWARRA","Common assault",122.9,"Non-FV"
2020,"GANNAWARRA","Stalking",56.7,"FV"
2020,"GANNAWARRA","Stalking",9.5,"Non-FV"
2020,"GANNAWARRA","Harassment and private nuisance",47.3,"FV"
2020,"GANNAWARRA","Threatening behaviour",66.2,"FV"
2020,"GANNAWARRA","Threatening behaviour",66.2,"Non-FV"
2020,"SWAN HILL","Serious assault",227.9,"FV"
2020,"SWAN HILL","Serious assault",158.1,"Non-FV"
2020,"SWAN HILL","Common assault",530.3,"FV"
2020,"SWAN HILL","Common assault",200,"Non-FV"
2020,"SWAN HILL","Stalking",41.9,"FV"
2020,"SWAN HILL","Stalking",27.9,"Non-FV"
2020,"SWAN HILL","Harassment and private nuisance",32.6,"FV"
2020,"SWAN HILL","Harassment and private nuisance",46.5,"Non-FV"
2020,"SWAN HILL","Threatening behaviour",162.8,"FV"
2020,"SWAN HILL","Threatening behaviour",88.4,"Non-FV"
2020,"ALPINE","Serious assault",107.2,"FV"
2020,"ALPINE","Serious assault",53.6,"Non-FV"
2020,"ALPINE","Common assault",168.5,"FV"
2020,"ALPINE","Common assault",76.6,"Non-FV"
2020,"ALPINE","Stalking",15.3,"FV"
2020,"ALPINE","Stalking",7.7,"Non-FV"
2020,"ALPINE","Threatening behaviour",15.3,"FV"
2020,"ALPINE","Threatening behaviour",38.3,"Non-FV"
2020,"MOIRA","Serious assault",118.8,"FV"
2020,"MOIRA","Serious assault",112.2,"Non-FV"
2020,"MOIRA","Common assault",207.9,"FV"
2020,"MOIRA","Common assault",112.2,"Non-FV"
2020,"MOIRA","Stalking",26.4,"FV"
2020,"MOIRA","Stalking",36.3,"Non-FV"
2020,"MOIRA","Harassment and private nuisance",36.3,"FV"
2020,"MOIRA","Harassment and private nuisance",9.9,"Non-FV"
2020,"MOIRA","Threatening behaviour",99,"FV"
2020,"MOIRA","Threatening behaviour",56.1,"Non-FV"
2020,"WANGARATTA","Serious assault",155.8,"FV"
2020,"WANGARATTA","Serious assault",115.2,"Non-FV"
2020,"WANGARATTA","Common assault",321.8,"FV"
2020,"WANGARATTA","Common assault",179.6,"Non-FV"
2020,"WANGARATTA","Stalking",40.7,"FV"
2020,"WANGARATTA","Stalking",33.9,"Non-FV"
2020,"WANGARATTA","Harassment and private nuisance",20.3,"FV"
2020,"WANGARATTA","Harassment and private nuisance",30.5,"Non-FV"
2020,"WANGARATTA","Threatening behaviour",64.4,"FV"
2020,"WANGARATTA","Threatening behaviour",54.2,"Non-FV"
2020,"CORANGAMITE","Serious assault",173.8,"FV"
2020,"CORANGAMITE","Serious assault",55.9,"Non-FV"
2020,"CORANGAMITE","Common assault",186.2,"FV"
2020,"CORANGAMITE","Common assault",37.2,"Non-FV"
2020,"CORANGAMITE","Stalking",31,"FV"
2020,"CORANGAMITE","Stalking",6.2,"Non-FV"
2020,"CORANGAMITE","Harassment and private nuisance",18.6,"FV"
2020,"CORANGAMITE","Harassment and private nuisance",24.8,"Non-FV"
2020,"CORANGAMITE","Threatening behaviour",86.9,"FV"
2020,"CORANGAMITE","Threatening behaviour",24.8,"Non-FV"
2020,"MOYNE","Serious assault",152.1,"FV"
2020,"MOYNE","Serious assault",76.1,"Non-FV"
2020,"MOYNE","Common assault",163.8,"FV"
2020,"MOYNE","Common assault",99.5,"Non-FV"
2020,"MOYNE","Stalking",17.6,"FV"
2020,"MOYNE","Stalking",5.9,"Non-FV"
2020,"MOYNE","Harassment and private nuisance",11.7,"FV"
2020,"MOYNE","Harassment and private nuisance",5.9,"Non-FV"
2020,"MOYNE","Threatening behaviour",46.8,"FV"
2020,"MOYNE","Threatening behaviour",52.7,"Non-FV"
2020,"WARRNAMBOOL","Serious assault",223.1,"FV"
2020,"WARRNAMBOOL","Serious assault",155.3,"Non-FV"
2020,"WARRNAMBOOL","Common assault",324.7,"FV"
2020,"WARRNAMBOOL","Common assault",129.9,"Non-FV"
2020,"WARRNAMBOOL","Stalking",50.8,"FV"
2020,"WARRNAMBOOL","Stalking",16.9,"Non-FV"
2020,"WARRNAMBOOL","Harassment and private nuisance",53.6,"FV"
2020,"WARRNAMBOOL","Harassment and private nuisance",19.8,"Non-FV"
2020,"WARRNAMBOOL","Threatening behaviour",110.1,"FV"
2020,"WARRNAMBOOL","Threatening behaviour",149.6,"Non-FV"
2020,"WELLINGTON","Serious assault",199.5,"FV"
2020,"WELLINGTON","Serious assault",164.1,"Non-FV"
2020,"WELLINGTON","Common assault",576.4,"FV"
2020,"WELLINGTON","Common assault",277.1,"Non-FV"
2020,"WELLINGTON","Stalking",62.1,"FV"
2020,"WELLINGTON","Stalking",20,"Non-FV"
2020,"WELLINGTON","Harassment and private nuisance",42.1,"FV"
2020,"WELLINGTON","Harassment and private nuisance",20,"Non-FV"
2020,"WELLINGTON","Threatening behaviour",102,"FV"
2020,"WELLINGTON","Threatening behaviour",95.3,"Non-FV"
2020,"WHITEHORSE","Serious assault",46.9,"FV"
2020,"WHITEHORSE","Serious assault",46.9,"Non-FV"
2020,"WHITEHORSE","Common assault",136.3,"FV"
2020,"WHITEHORSE","Common assault",105.8,"Non-FV"
2020,"WHITEHORSE","Stalking",11.9,"FV"
2020,"WHITEHORSE","Stalking",10.2,"Non-FV"
2020,"WHITEHORSE","Harassment and private nuisance",16.4,"FV"
2020,"WHITEHORSE","Harassment and private nuisance",3.4,"Non-FV"
2020,"WHITEHORSE","Threatening behaviour",22.1,"FV"
2020,"WHITEHORSE","Threatening behaviour",20.9,"Non-FV"
2020,"WHITTLESEA","Serious assault",122.5,"FV"
2020,"WHITTLESEA","Serious assault",90,"Non-FV"
2020,"WHITTLESEA","Common assault",314.2,"FV"
2020,"WHITTLESEA","Common assault",134.2,"Non-FV"
2020,"WHITTLESEA","Stalking",26,"FV"
2020,"WHITTLESEA","Stalking",24.7,"Non-FV"
2020,"WHITTLESEA","Harassment and private nuisance",47.6,"FV"
2020,"WHITTLESEA","Harassment and private nuisance",27.7,"Non-FV"
2020,"WHITTLESEA","Threatening behaviour",85.3,"FV"
2020,"WHITTLESEA","Threatening behaviour",55.8,"Non-FV"
2020,"INDIGO","Serious assault",87.6,"FV"
2020,"INDIGO","Serious assault",46.7,"Non-FV"
2020,"INDIGO","Common assault",151.9,"FV"
2020,"INDIGO","Common assault",29.2,"Non-FV"
2020,"INDIGO","Threatening behaviour",17.5,"FV"
2020,"INDIGO","Threatening behaviour",5.8,"Non-FV"
2020,"TOWONG","Serious assault",113.5,"FV"
2020,"TOWONG","Serious assault",64.8,"Non-FV"
2020,"TOWONG","Common assault",178.3,"FV"
2020,"TOWONG","Common assault",64.8,"Non-FV"
2020,"TOWONG","Stalking",16.2,"FV"
2020,"TOWONG","Harassment and private nuisance",16.2,"FV"
2020,"TOWONG","Harassment and private nuisance",16.2,"Non-FV"
2020,"TOWONG","Threatening behaviour",16.2,"FV"
2020,"TOWONG","Threatening behaviour",32.4,"Non-FV"
2020,"WODONGA","Serious assault",218,"FV"
2020,"WODONGA","Serious assault",93.8,"Non-FV"
2020,"WODONGA","Common assault",229.7,"FV"
2020,"WODONGA","Common assault",145.3,"Non-FV"
2020,"WODONGA","Stalking",25.8,"FV"
2020,"WODONGA","Stalking",7,"Non-FV"
2020,"WODONGA","Harassment and private nuisance",23.4,"FV"
2020,"WODONGA","Harassment and private nuisance",9.4,"Non-FV"
2020,"WODONGA","Threatening behaviour",100.8,"FV"
2020,"WODONGA","Threatening behaviour",46.9,"Non-FV"
2020,"WYNDHAM","Serious assault",121.5,"FV"
2020,"WYNDHAM","Serious assault",83.5,"Non-FV"
2020,"WYNDHAM","Common assault",225.6,"FV"
2020,"WYNDHAM","Common assault",97.5,"Non-FV"
2020,"WYNDHAM","Stalking",12.9,"FV"
2020,"WYNDHAM","Stalking",5.6,"Non-FV"
2020,"WYNDHAM","Harassment and private nuisance",28.2,"FV"
2020,"WYNDHAM","Harassment and private nuisance",7.7,"Non-FV"
2020,"WYNDHAM","Threatening behaviour",55,"FV"
2020,"WYNDHAM","Threatening behaviour",22.6,"Non-FV"
2020,"YARRA","Serious assault",117.9,"FV"
2020,"YARRA","Serious assault",263.8,"Non-FV"
2020,"YARRA","Common assault",187.3,"FV"
2020,"YARRA","Common assault",360,"Non-FV"
2020,"YARRA","Stalking",19.7,"FV"
2020,"YARRA","Stalking",31,"Non-FV"
2020,"YARRA","Harassment and private nuisance",14.5,"FV"
2020,"YARRA","Harassment and private nuisance",25.9,"Non-FV"
2020,"YARRA","Threatening behaviour",45.5,"FV"
2020,"YARRA","Threatening behaviour",78.6,"Non-FV"
2020,"YARRA RANGES","Serious assault",76.2,"FV"
2020,"YARRA RANGES","Serious assault",54.8,"Non-FV"
2020,"YARRA RANGES","Common assault",213.4,"FV"
2020,"YARRA RANGES","Common assault",96.3,"Non-FV"
2020,"YARRA RANGES","Stalking",13.8,"FV"
2020,"YARRA RANGES","Stalking",18.9,"Non-FV"
